timestamp,src_ip,dst_ip,src_port,dst_port,txid,input_addresses,output_addresses,input_amounts,output_amounts,fee,script_type,geo_country,asn
2026-03-01T10:02:30Z,108.13.70.67,75.25.239.214,8333,8333,tx_602b2c00d4434adc,addr_cc00e04b,addr_66fe6a6d,3.5226,3.4521,0.0705,p2wpkh,SG,AS77839
2026-03-01T10:02:35Z,115.214.210.151,140.161.169.84,8333,8333,tx_e88be99036fde376,addr_3a138ac3,addr_b42e6e48,1.6156,1.5833,0.0323,p2pkh,DE,AS12757
2026-03-01T10:02:40Z,170.214.139.149,14.186.245.231,8333,8333,tx_3d98bdaa505e00a3,addr_a4724fa6,addr_31628bf4,1.5355,1.5048,0.0307,p2pkh,IN,AS19305
2026-03-01T10:02:45Z,8.27.144.248,136.84.232.137,8333,8333,tx_00177cd5b8815f85,addr_8c05846b,addr_c0f38927,0.7649,0.7496,0.0153,p2pkh,IN,AS53309
2026-03-01T10:02:50Z,192.168.44.42,173.160.2.175,8333,8333,tx_80cc69fe73e597be,addr_suspicious_4,addr_dest_319|addr_dest_652|addr_dest_235|addr_dest_840|addr_dest_684|addr_dest_690|addr_dest_584|addr_dest_348|addr_dest_903|addr_dest_584|addr_dest_926|addr_dest_516,1.3568,0.1108|0.1108|0.1108|0.1108|0.1108|0.1108|0.1108|0.1108|0.1108|0.1108|0.1108|0.1108,0.0272,p2pkh,SG,AS56438
2026-03-01T10:02:55Z,200.18.136.163,109.218.27.24,8333,8333,tx_532c71b60d7b6496,addr_c8d1299a,addr_14c80edf,2.6016,2.5496,0.052,p2sh,IN,AS22899
2026-03-01T10:03:00Z,172.27.108.140,19.15.3.151,8333,8333,tx_fa726cee169aad8a,addr_suspicious_5,addr_dest_354|addr_dest_296|addr_dest_294|addr_dest_649|addr_dest_559|addr_dest_243,2.3985,0.3918|0.3918|0.3918|0.3918|0.3918|0.3918,0.0477,p2wpkh,SG,AS42742
2026-03-01T10:03:05Z,202.83.254.228,145.79.189.110,8333,8333,tx_53cf6143a1ee0919,addr_7194df88,addr_85e89c3f,0.8392,0.8224,0.0168,p2sh,IN,AS16630
2026-03-01T10:03:10Z,59.3.130.91,215.5.222.22,8333,8333,tx_178e161731c622d1,addr_fc2267df,addr_fcf41bfc,2.9326,2.8739,0.0587,p2pkh,IN,AS40982
2026-03-01T10:03:15Z,221.89.233.57,211.93.54.169,8333,8333,tx_546cd7af14e57392,addr_199dd0d6,addr_da6a9984,2.6854,2.6317,0.0537,p2pkh,SG,AS17685
2026-03-01T10:03:20Z,100.226.171.157,14.240.167.162,8333,8333,tx_d3642b2179fd344b,addr_20610945,addr_e47a0258,0.5097,0.4995,0.0102,p2wpkh,DE,AS69638
2026-03-01T10:03:25Z,92.192.41.139,4.46.83.233,8333,8333,tx_1ba26547fe482c04,addr_a915d94f,addr_3c4b6b51,3.6347,3.562,0.0727,p2sh,SG,AS30289
2026-03-01T10:03:30Z,32.90.22.15,148.183.237.163,8333,8333,tx_51d5132231a79fe6,addr_47c35e09,addr_c6e84b41,1.4797,1.4501,0.0296,p2pkh,IN,AS51104
2026-03-01T10:03:35Z,172.27.108.140,108.211.220.16,8333,8333,tx_795df806e615bcb7,addr_suspicious_7,addr_dest_158|addr_dest_620|addr_dest_182|addr_dest_971|addr_dest_290|addr_dest_170|addr_dest_709,0.8058,0.1128|0.1128|0.1128|0.1128|0.1128|0.1128|0.1128,0.0162,p2pkh,SG,AS25713
2026-03-01T10:03:40Z,149.133.59.189,88.211.106.136,8333,8333,tx_66aa6d33ce72491f,addr_05fddf4c,addr_36bfc934,3.0635,3.0022,0.0613,p2sh,IN,AS20745
2026-03-01T10:03:45Z,115.13.80.7,201.167.228.221,8333,8333,tx_08ca1a8cdce19f2f,addr_4d560a02,addr_e810e495,3.1265,3.064,0.0625,p2sh,DE,AS44179
2026-03-01T10:03:50Z,134.150.31.49,213.46.61.99,8333,8333,tx_7e95b9d77021e5e5,addr_4bf8e2b2,addr_7660e7d0,3.7229,3.6484,0.0745,p2pkh,DE,AS61876
2026-03-01T10:03:55Z,19.147.28.60,144.142.135.235,8333,8333,tx_a816ffe4a6c717ec,addr_d0edd758,addr_a8f0a1aa,3.4048,3.3367,0.0681,p2wpkh,DE,AS19508
2026-03-01T10:04:00Z,172.27.108.140,198.197.153.202,8333,8333,tx_8de051ec29f6a16c,addr_suspicious_9,addr_dest_175|addr_dest_650|addr_dest_318|addr_dest_618|addr_dest_371|addr_dest_235,4.6997,0.7676|0.7676|0.7676|0.7676|0.7676|0.7676,0.0941,p2pkh,US,AS58434
2026-03-01T10:04:05Z,174.62.235.138,205.221.214.162,8333,8333,tx_30a0076272d749ba,addr_ace9c514,addr_58f0de90,2.4718,2.4224,0.0494,p2sh,DE,AS79329
2026-03-01T10:04:10Z,172.27.108.140,181.57.130.55,8333,8333,tx_f2db72ea3095c1d4,addr_suspicious_4,addr_dest_999|addr_dest_237|addr_dest_370|addr_dest_218|addr_dest_209|addr_dest_860,2.9895,0.4883|0.4883|0.4883|0.4883|0.4883|0.4883,0.0597,p2wpkh,DE,AS89276
2026-03-01T10:04:15Z,220.224.212.94,109.241.181.140,8333,8333,tx_3dbc1013fb24308c,addr_030c9ecc,addr_c7f6e296,2.043,2.0021,0.0409,p2sh,DE,AS76244
2026-03-01T10:04:20Z,21.201.206.104,191.217.124.43,8333,8333,tx_c50a2b7d179edbf2,addr_ce0b9b47,addr_036b7e47,4.574,4.4825,0.0915,p2pkh,IN,AS65518
2026-03-01T10:04:25Z,219.52.175.97,136.130.105.67,8333,8333,tx_86f9f3e65cd58578,addr_e4c655e9,addr_1beea029,0.6984,0.6844,0.014,p2wpkh,US,AS44335
2026-03-01T10:04:30Z,108.211.75.125,117.8.163.63,8333,8333,tx_70acb1d86f3fc836,addr_3220602e,addr_64c4cd21,2.4883,2.4385,0.0498,p2sh,SG,AS83519
2026-03-01T10:04:35Z,192.168.44.42,192.175.79.123,8333,8333,tx_6fa80e15f290e961,addr_suspicious_2,addr_dest_954|addr_dest_478|addr_dest_696|addr_dest_665|addr_dest_251,2.434,0.4771|0.4771|0.4771|0.4771|0.4771,0.0485,p2pkh,DE,AS57795
2026-03-01T10:04:40Z,221.164.101.127,170.70.247.177,8333,8333,tx_be2902b567593bbe,addr_290847e8,addr_192dded3,4.0826,4.0009,0.0817,p2pkh,DE,AS37535
2026-03-01T10:04:45Z,186.21.173.116,20.174.80.105,8333,8333,tx_94ae3be506d8d957,addr_f0a57b45,addr_2a25cbb7,3.5012,3.4312,0.07,p2wpkh,SG,AS30257
2026-03-01T10:04:50Z,58.98.126.146,211.24.189.86,8333,8333,tx_0c9022f75875c780,addr_2a1df9ae,addr_809043c9,1.5653,1.534,0.0313,p2pkh,US,AS64040
2026-03-01T10:04:55Z,172.27.108.140,219.235.126.25,8333,8333,tx_097f2ec9913caa06,addr_suspicious_5,addr_dest_921|addr_dest_785|addr_dest_984|addr_dest_852|addr_dest_930|addr_dest_354|addr_dest_373|addr_dest_263|addr_dest_906|addr_dest_818|addr_dest_210,2.2214,0.1979|0.1979|0.1979|0.1979|0.1979|0.1979|0.1979|0.1979|0.1979|0.1979|0.1979,0.0445,p2pkh,SG,AS39154
2026-03-01T10:05:00Z,207.170.8.254,183.228.71.109,8333,8333,tx_1306288f0a78d4ed,addr_2955453b,addr_6ab279c8,4.633,4.5403,0.0927,p2wpkh,DE,AS39831
2026-03-01T10:05:05Z,220.176.72.218,164.240.12.255,8333,8333,tx_f5ddac0f838b830c,addr_8f8ec84a,addr_65b26ad0,3.4701,3.4007,0.0694,p2wpkh,DE,AS46517
2026-03-01T10:05:10Z,177.78.33.137,158.31.110.100,8333,8333,tx_7f5ed949bc82e93a,addr_0efcebb3,addr_c8efb92d,4.851,4.754,0.097,p2wpkh,DE,AS76768
2026-03-01T10:05:15Z,209.249.31.175,184.91.32.134,8333,8333,tx_22b8ef7d1d121b32,addr_6d8e6aab,addr_0c37c84e,4.9152,4.8169,0.0983,p2sh,DE,AS13617
2026-03-01T10:05:20Z,160.234.98.94,11.158.43.155,8333,8333,tx_45ef0e43c40d6366,addr_9e1a444a,addr_a165467f,4.8668,4.7695,0.0973,p2pkh,DE,AS15014
2026-03-01T10:05:25Z,196.81.150.230,59.178.81.34,8333,8333,tx_e73a20d6c1e7f8da,addr_5fd7cf8d,addr_506ed89e,2.4555,2.4064,0.0491,p2sh,DE,AS67199
2026-03-01T10:05:30Z,192.163.168.113,162.35.161.250,8333,8333,tx_fad769bf36925c2f,addr_d6ba7bdc,addr_ed20807f,2.8014,2.7454,0.056,p2wpkh,US,AS43386
2026-03-01T10:05:35Z,10.30.33.243,139.43.144.183,8333,8333,tx_677aa78406da40a6,addr_suspicious_0,addr_dest_472|addr_dest_541|addr_dest_171|addr_dest_780|addr_dest_438|addr_dest_738|addr_dest_421|addr_dest_779,4.3161,0.5287|0.5287|0.5287|0.5287|0.5287|0.5287|0.5287|0.5287,0.0865,p2sh,DE,AS76469
2026-03-01T10:05:40Z,194.142.241.184,79.78.55.167,8333,8333,tx_65cfe5b18438278d,addr_0220b4ea,addr_504c1f98,2.3378,2.291,0.0468,p2wpkh,DE,AS82667
2026-03-01T10:05:45Z,205.147.206.224,145.125.18.4,8333,8333,tx_9bd44c7bbc10cd67,addr_79345771,addr_3456667b,2.392,2.3442,0.0478,p2wpkh,US,AS84593
2026-03-01T10:05:50Z,128.163.70.78,165.188.214.113,8333,8333,tx_c3d08367076f7b6c,addr_18b80735,addr_b674518d,2.9657,2.9064,0.0593,p2pkh,DE,AS47606
2026-03-01T10:05:55Z,220.100.151.159,50.226.89.222,8333,8333,tx_9b4bdae22b25fb79,addr_b5038bea,addr_5e3297db,4.0359,3.9552,0.0807,p2sh,DE,AS70946
2026-03-01T10:06:00Z,189.60.217.35,85.221.159.254,8333,8333,tx_29abfb1c54924b45,addr_601bd1be,addr_95b15577,3.5403,3.4695,0.0708,p2sh,SG,AS32241
2026-03-01T10:06:05Z,173.251.64.23,66.128.33.61,8333,8333,tx_4f6c7522443d450d,addr_0ac6af85,addr_dde874ee,1.777,1.7415,0.0355,p2sh,DE,AS22240
2026-03-01T10:06:10Z,126.237.193.217,222.154.195.212,8333,8333,tx_f54112ebf4da058d,addr_6517add3,addr_5bc6e3cf,3.8801,3.8025,0.0776,p2sh,DE,AS39444
2026-03-01T10:06:15Z,29.97.126.238,212.168.45.3,8333,8333,tx_aa87e6d00b9a9fb9,addr_d2663c38,addr_2a9312dd,1.1631,1.1398,0.0233,p2pkh,US,AS72277
2026-03-01T10:06:20Z,164.117.192.48,194.112.150.47,8333,8333,tx_e9fa74f687c0d321,addr_b1d686b0,addr_16b89a98,3.9582,3.879,0.0792,p2wpkh,SG,AS85454
2026-03-01T10:06:25Z,128.149.133.129,36.212.233.86,8333,8333,tx_c8083b224124dba5,addr_e06b35e7,addr_659bff05,3.6336,3.5609,0.0727,p2wpkh,SG,AS41979
2026-03-01T10:06:30Z,179.192.162.217,207.65.0.58,8333,8333,tx_3ed6d40d8ea58f6e,addr_c185d691,addr_f1b17dbc,3.5943,3.5224,0.0719,p2pkh,SG,AS38683
2026-03-01T10:06:35Z,130.35.16.120,5.19.231.19,8333,8333,tx_7bf4da6cab4bc8ac,addr_17307d40,addr_e891e3e4,4.8108,4.7146,0.0962,p2sh,SG,AS16582
2026-03-01T10:06:40Z,193.158.220.64,222.2.58.233,8333,8333,tx_d0ee6b12c3198b47,addr_5d9fc937,addr_00c7bd33,4.6286,4.536,0.0926,p2pkh,SG,AS27477
2026-03-01T10:06:45Z,218.146.242.168,166.146.142.42,8333,8333,tx_2163ba8da4b49020,addr_d5360da7,addr_08dd39fd,3.5041,3.434,0.0701,p2sh,DE,AS68008
2026-03-01T10:06:50Z,202.141.75.149,172.118.19.214,8333,8333,tx_1d29d261bd5771f9,addr_fcbb056d,addr_650e71a3,3.7367,3.662,0.0747,p2sh,SG,AS81810
2026-03-01T10:06:55Z,199.255.234.81,193.224.173.66,8333,8333,tx_271bb518d9bf2496,addr_2507b688,addr_372722f0,1.2162,1.1919,0.0243,p2wpkh,SG,AS43972
2026-03-01T10:07:00Z,208.119.31.185,213.200.141.220,8333,8333,tx_9a83dfdf0cbe63c7,addr_076c181c,addr_8645b57c,4.2794,4.1938,0.0856,p2wpkh,SG,AS41358
2026-03-01T10:07:05Z,46.66.63.109,167.148.172.41,8333,8333,tx_6fd9fe9c18775880,addr_0505654c,addr_265d894a,0.8487,0.8317,0.017,p2wpkh,US,AS45614
2026-03-01T10:07:10Z,84.54.109.55,68.197.226.24,8333,8333,tx_2776f09863ba24aa,addr_728d55a8,addr_0d0a0675,4.5186,4.4282,0.0904,p2pkh,US,AS29769
2026-03-01T10:07:15Z,125.136.53.140,206.96.200.244,8333,8333,tx_478e32db0608a2b0,addr_be5ca754,addr_cdca0612,3.6228,3.5503,0.0725,p2sh,US,AS18418
2026-03-01T10:07:20Z,166.222.43.229,216.69.17.25,8333,8333,tx_6cb078e34725dcf3,addr_888b8225,addr_976bb504,1.989,1.9492,0.0398,p2wpkh,SG,AS18161
2026-03-01T10:07:25Z,133.135.55.135,155.42.147.203,8333,8333,tx_a6e9c96e0635b1cc,addr_243bba4a,addr_825baf26,2.3906,2.3428,0.0478,p2sh,IN,AS85456
2026-03-01T10:07:30Z,34.164.219.82,192.116.115.105,8333,8333,tx_f366449b8a040280,addr_2ee71b4d,addr_cca247a2,0.5265,0.516,0.0105,p2wpkh,DE,AS61116
2026-03-01T10:07:35Z,162.176.134.239,114.4.183.244,8333,8333,tx_26b7021d7e4a14eb,addr_8989f0bd,addr_86f00039,4.7904,4.6946,0.0958,p2wpkh,US,AS73993
2026-03-01T10:07:40Z,117.78.117.15,67.242.1.129,8333,8333,tx_05859e1a32abcc7f,addr_84eb09d5,addr_b02bb08e,2.4613,2.4121,0.0492,p2pkh,SG,AS54057
2026-03-01T10:07:45Z,48.126.186.252,218.50.181.224,8333,8333,tx_4d5b98b2b7b4acd0,addr_a763cd89,addr_c8eb0f67,4.0916,4.0098,0.0818,p2sh,US,AS71261
2026-03-01T10:07:50Z,209.101.196.35,31.53.168.3,8333,8333,tx_75d8a1034ddb22a8,addr_d267f117,addr_4809767a,4.9132,4.8149,0.0983,p2sh,IN,AS61645
2026-03-01T10:07:55Z,119.248.65.208,197.62.143.175,8333,8333,tx_6d4ebf87e64d2659,addr_ba4b19d4,addr_e64c8b7c,3.4835,3.4138,0.0697,p2pkh,SG,AS27786
2026-03-01T10:08:00Z,221.170.7.82,106.241.185.42,8333,8333,tx_940ba17d6f88bac7,addr_48ab6ce5,addr_cef84114,1.3178,1.2914,0.0264,p2wpkh,SG,AS52906
2026-03-01T10:08:05Z,50.76.12.172,26.189.128.206,8333,8333,tx_c93b26faf8260129,addr_93ebec15,addr_e705655f,1.9708,1.9314,0.0394,p2wpkh,DE,AS65255
2026-03-01T10:08:10Z,129.72.119.196,219.57.8.88,8333,8333,tx_4386b19d5537c257,addr_ac4eb7b3,addr_6f901bfc,0.8686,0.8512,0.0174,p2pkh,IN,AS55870
2026-03-01T10:08:15Z,218.31.70.101,62.208.216.13,8333,8333,tx_c7e49524b9746118,addr_ef1a17d4,addr_0e0c1130,0.8088,0.7926,0.0162,p2sh,IN,AS14067
2026-03-01T10:08:20Z,120.252.134.126,42.147.95.116,8333,8333,tx_00bc3756f20f8678,addr_3d7e228f,addr_c4810719,1.3971,1.3692,0.0279,p2pkh,US,AS41266
2026-03-01T10:08:25Z,162.106.95.24,140.74.169.12,8333,8333,tx_fb6f9f99db4aaa98,addr_bd5c29e0,addr_91fa97c8,3.5126,3.4423,0.0703,p2sh,US,AS70952
2026-03-01T10:08:30Z,192.144.57.126,211.234.74.169,8333,8333,tx_cad1d82e1365f018,addr_cc23bea2,addr_eb5364bc,3.951,3.872,0.079,p2pkh,IN,AS31465
2026-03-01T10:08:35Z,167.44.177.9,208.78.230.43,8333,8333,tx_1f5c5562e1b9ee1f,addr_f9ce6d42,addr_5881d83e,0.9864,0.9667,0.0197,p2pkh,DE,AS85470
2026-03-01T10:08:40Z,69.78.60.246,207.169.163.105,8333,8333,tx_919d2ddbd7effb77,addr_92d53b58,addr_862ed404,4.8118,4.7156,0.0962,p2wpkh,US,AS19961
2026-03-01T10:08:45Z,205.230.143.78,180.154.251.244,8333,8333,tx_3b11f4a4a844a8d3,addr_ec433e03,addr_12233acf,4.2376,4.1528,0.0848,p2pkh,IN,AS49529
2026-03-01T10:08:50Z,144.107.51.123,96.147.181.205,8333,8333,tx_3cff4d341cafeae1,addr_ce9b783f,addr_9843bd0c,3.2019,3.1379,0.064,p2pkh,IN,AS55508
2026-03-01T10:08:55Z,79.114.246.117,209.40.117.233,8333,8333,tx_c2d31534d18bd99f,addr_7fa3b7d5,addr_93a4eb35,3.4768,3.4073,0.0695,p2pkh,DE,AS11658
2026-03-01T10:09:00Z,155.167.147.160,77.6.95.144,8333,8333,tx_7da972e860da27b8,addr_27657879,addr_8384e7d7,4.2005,4.1165,0.084,p2pkh,SG,AS57472
2026-03-01T10:09:05Z,219.244.20.190,125.33.131.40,8333,8333,tx_3a9eab674c8d82af,addr_c447c0d1,addr_20c0cf22,4.2292,4.1446,0.0846,p2sh,US,AS67080
2026-03-01T10:09:10Z,137.45.198.35,143.177.160.195,8333,8333,tx_92458f380f84caa0,addr_70996b6f,addr_3570e13b,2.8479,2.7909,0.057,p2sh,DE,AS80539
2026-03-01T10:09:15Z,30.232.211.23,57.138.25.112,8333,8333,tx_22fa34c946291767,addr_a3b4267e,addr_200d2bff,2.5919,2.5401,0.0518,p2sh,DE,AS52245
2026-03-01T10:09:20Z,221.37.146.219,207.125.176.65,8333,8333,tx_4b99c6b33b1726ab,addr_775373a5,addr_0801c73b,4.2383,4.1535,0.0848,p2pkh,DE,AS69087
2026-03-01T10:09:25Z,223.230.154.198,199.216.41.103,8333,8333,tx_3ecf65d43c916cdf,addr_4d0b59fb,addr_84bb9c21,2.5912,2.5394,0.0518,p2sh,SG,AS54092
2026-03-01T10:09:30Z,10.30.33.243,186.97.233.105,8333,8333,tx_223006c96807a4e1,addr_suspicious_2,addr_dest_317|addr_dest_463|addr_dest_916|addr_dest_364|addr_dest_448|addr_dest_386|addr_dest_710|addr_dest_818|addr_dest_382|addr_dest_669|addr_dest_110|addr_dest_629,4.7663,0.3892|0.3892|0.3892|0.3892|0.3892|0.3892|0.3892|0.3892|0.3892|0.3892|0.3892|0.3892,0.0959,p2pkh,US,AS63271
2026-03-01T10:09:35Z,161.179.179.94,67.135.55.115,8333,8333,tx_d5a794f59a1654aa,addr_c7862436,addr_5a093dbe,3.9117,3.8335,0.0782,p2sh,SG,AS74332
2026-03-01T10:09:40Z,129.137.164.242,207.111.47.221,8333,8333,tx_d92dbfd57ae7290b,addr_0d67feb0,addr_d4ac7d94,0.5776,0.566,0.0116,p2wpkh,US,AS63005
2026-03-01T10:09:45Z,151.207.175.174,158.222.197.5,8333,8333,tx_0847555c232a5a0d,addr_2b3b3837,addr_309a916c,1.8779,1.8403,0.0376,p2sh,DE,AS72031
2026-03-01T10:09:50Z,195.83.21.29,134.120.117.248,8333,8333,tx_c142eb36f1dc20b5,addr_da9c9ab6,addr_5ac05be5,2.0469,2.006,0.0409,p2sh,DE,AS56112
2026-03-01T10:09:55Z,210.152.37.2,214.70.83.145,8333,8333,tx_d8985bf60738c619,addr_baecbf4a,addr_e067b343,1.7191,1.6847,0.0344,p2wpkh,US,AS25814
2026-03-01T10:10:00Z,181.159.0.137,167.120.2.12,8333,8333,tx_496228ddb50086ab,addr_df35cd28,addr_6a261ad6,1.92,1.8816,0.0384,p2sh,US,AS35105
2026-03-01T10:10:05Z,48.80.53.8,124.204.126.141,8333,8333,tx_695d3747ab472b56,addr_6da1f419,addr_ca60070c,2.6789,2.6253,0.0536,p2sh,DE,AS23176
2026-03-01T10:10:10Z,201.165.190.75,211.34.222.208,8333,8333,tx_967e99eac77f1525,addr_8109df2f,addr_c985c848,1.8331,1.7964,0.0367,p2wpkh,US,AS49618
2026-03-01T10:10:15Z,172.27.108.140,73.146.7.222,8333,8333,tx_856537378789ab46,addr_suspicious_2,addr_dest_146|addr_dest_155|addr_dest_666|addr_dest_399|addr_dest_814|addr_dest_229|addr_dest_753|addr_dest_989|addr_dest_870,2.709,0.295|0.295|0.295|0.295|0.295|0.295|0.295|0.295|0.295,0.054,p2pkh,DE,AS71524
2026-03-01T10:10:20Z,214.151.7.57,143.40.115.237,8333,8333,tx_94edbc41a990a39e,addr_51a3b5e7,addr_784f4164,2.0332,1.9925,0.0407,p2pkh,DE,AS72616
2026-03-01T10:10:25Z,206.81.2.221,205.220.227.117,8333,8333,tx_a74c765b7cd5bc7b,addr_521433ea,addr_98b2e3ce,0.794,0.7781,0.0159,p2wpkh,IN,AS85631
2026-03-01T10:10:30Z,150.238.113.212,149.114.70.119,8333,8333,tx_b60c10d1c204ae58,addr_2f81c498,addr_a2cc1055,0.7412,0.7264,0.0148,p2pkh,DE,AS21164
2026-03-01T10:10:35Z,164.42.158.127,7.201.111.41,8333,8333,tx_18b61f22d173b411,addr_cf3748af,addr_18aa3e87,1.033,1.0123,0.0207,p2wpkh,US,AS78494
2026-03-01T10:10:40Z,182.68.107.115,199.96.157.202,8333,8333,tx_72333ba510729348,addr_4410cb4f,addr_ad199978,4.5883,4.4965,0.0918,p2wpkh,SG,AS50026
